Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
Tata SampannUnpolished,3.9,150.0,2022-10-06,2022-11-05,30,Medium,1.0,0,10.83,0.0,579
Organic TattvaMoong,3.7,285.0,2023-03-19,2023-04-18,30,Low,0.0,0,13.06,0.0,410
bb RoyalOrganic,3.9,257.0,2023-01-02,2023-02-01,30,Medium,1.0,0,11.59,0.0,713
AashirvaadOrganic Urad,3.4,135.0,2022-10-15,2022-11-14,30,Low,0.0,0,13.45,0.0,25
Phalada Pure,3.9,145.0,2025-04-10,2025-05-10,30,Medium,1.0,360,11.21,0.0,433
Organic ShastraMasoor,4.3,210.0,2025-04-02,2025-05-02,30,Medium,1.0,352,11.08,0.0,406
Phalada Pure,4.3,95.0,2024-04-23,2024-05-23,30,Medium,1.0,8,11.73,8.17,433
MayurankMoong Daal,4.4,132.0,2023-03-09,2023-04-08,30,Medium,1.0,0,10.29,0.0,343
Tata SampannChana,4.3,110.0,2023-08-03,2023-09-02,30,Medium,1.0,0,10.01,0.0,556
AngurToor Dal,4.3,220.0,2023-12-20,2024-01-19,30,Medium,1.0,0,11.64,0.0,47
Phalada Pure,4.3,150.0,2022-08-08,2022-09-07,30,Medium,1.0,0,10.69,0.0,433
bb RoyalOrganic,4.0,257.0,2024-11-13,2024-12-13,30,Medium,1.0,212,10.86,0.0,713
bb RoyalMix,4.2,110.0,2023-03-31,2023-04-30,30,Medium,1.0,0,10.41,0.0,710
bb RoyalTadka,4.2,200.0,2024-10-18,2024-11-17,30,Medium,1.0,186,10.62,0.0,734
Mai RasoiMalka,4.2,153.0,2025-02-15,2025-03-17,30,Medium,1.0,306,11.92,0.0,325
RENTIOPremium Desi,4.3,1550.0,2023-08-20,2023-09-19,30,Medium,1.0,0,10.55,0.0,454
bb SUPER,4.0,140.0,2023-01-01,2023-01-31,30,Medium,1.0,0,11.31,0.0,741
Phalada Pure,4.2,140.0,2024-08-26,2024-09-25,30,Medium,1.0,133,10.14,0.0,433
Natureland OrganicsPanchrangi,4.2,165.0,2024-05-10,2024-06-09,30,Medium,1.0,25,10.08,2.77,370
Tata SampannTata,4.2,135.0,2022-12-21,2023-01-20,30,Medium,1.0,0,10.4,0.0,576
Conscious FoodWhole,4.1,125.0,2024-01-11,2024-02-10,30,Medium,1.0,0,11.29,0.0,140
Tata SampannUnpolished,4.1,169.0,2025-03-19,2025-04-18,30,Medium,1.0,338,10.87,0.0,579
Organic ShastraMasoor,4.1,245.0,2024-11-17,2024-12-17,30,Medium,1.0,216,10.72,0.0,406
Conscious FoodYellow,4.1,155.0,2023-12-20,2024-01-19,30,Medium,1.0,0,10.55,0.0,141
bb RoyalPeas/Matar,4.1,160.0,2022-11-30,2022-12-30,30,Medium,1.0,0,11.14,0.0,717
FortuneArhar/Toor Dal,4.1,300.0,2024-05-16,2024-06-15,30,Medium,1.0,31,10.43,0.0,196
bb RoyalToor,3.9,300.0,2023-10-27,2023-11-26,30,Medium,1.0,0,11.33,0.0,736
bb RoyalBengali,4.1,260.0,2025-02-20,2025-03-22,30,Medium,1.0,311,10.58,0.0,672
Phalada Pure,4.3,95.0,2023-07-22,2023-08-21,30,Medium,1.0,0,10.04,0.0,433
MayurankMoong Daal,4.4,132.0,2024-09-23,2024-10-23,30,Medium,1.0,161,10.17,0.0,343
Tata SampannChana,4.3,110.0,2023-12-15,2024-01-14,30,Medium,1.0,0,10.67,0.0,556
AngurToor Dal,4.3,220.0,2024-03-29,2024-04-28,30,Medium,1.0,0,11.5,0.0,47
Phalada Pure,4.3,150.0,2023-12-18,2024-01-17,30,Medium,1.0,0,10.54,0.0,433
bb RoyalUrad,4.0,230.0,2024-10-03,2024-11-02,30,Medium,1.0,171,10.76,0.0,739
bb RoyalMix,4.2,110.0,2024-01-01,2024-01-31,30,Medium,1.0,0,10.46,0.0,710
bb RoyalTadka,4.2,200.0,2024-05-23,2024-06-22,30,Medium,1.0,38,11.86,0.0,734
Mai RasoiMalka,4.2,153.0,2023-03-13,2023-04-12,30,Medium,1.0,0,10.58,0.0,325
RENTIOPremium Desi,4.3,1550.0,2025-04-10,2025-05-10,30,Medium,1.0,360,11.48,0.0,454
Tata SampannUnpolished,4.0,83.0,2025-01-20,2025-02-19,30,Medium,1.0,280,10.47,0.0,579
Phalada Pure,4.2,140.0,2023-11-12,2023-12-12,30,Medium,1.0,0,11.96,0.0,433
Natureland OrganicsPanchrangi,4.2,165.0,2023-03-08,2023-04-07,30,Medium,1.0,0,10.53,0.0,370
Tata SampannTata,4.2,135.0,2024-10-01,2024-10-31,30,Medium,1.0,169,10.7,0.0,576
Conscious FoodWhole,4.1,125.0,2022-12-15,2023-01-14,30,Medium,1.0,0,10.04,0.0,140
Tata SampannUnpolished,4.1,169.0,2025-03-05,2025-04-04,30,Medium,1.0,324,11.53,0.0,579
Organic ShastraMasoor,4.1,245.0,2023-03-29,2023-04-28,30,Medium,1.0,0,11.13,0.0,406
bb SUPER,4.0,27.0,2025-01-14,2025-02-13,30,Medium,1.0,274,11.64,0.0,741
Conscious FoodYellow,4.1,155.0,2022-12-03,2023-01-02,30,Medium,1.0,0,11.62,0.0,141
bb RoyalPeas/Matar,4.1,160.0,2024-05-25,2024-06-24,30,Medium,1.0,40,10.78,0.0,717
FortuneArhar/Toor Dal,4.1,300.0,2022-12-25,2023-01-24,30,Medium,1.0,0,10.77,0.0,196
bb SUPER,4.0,360.0,2025-03-09,2025-04-08,30,Medium,1.0,328,10.64,0.0,741
Dehaat Honest,4.1,180.0,2023-09-28,2023-10-28,30,Medium,1.0,0,10.3,0.0,158
Organic TattvaOrganic,4.1,140.0,2025-02-27,2025-03-29,30,Medium,1.0,318,11.77,0.0,412
MayurankMatar Daal,4.1,95.0,2023-05-25,2023-06-24,30,Medium,1.0,0,11.94,0.0,342
GopalBori -,4.0,90.0,2022-12-09,2023-01-08,30,Medium,1.0,0,10.06,0.0,223
Mai RasoiDal,4.1,115.0,2023-10-19,2023-11-18,30,Medium,1.0,0,11.09,0.0,320
AashirvaadOrganic Chana,3.8,210.0,2023-05-22,2023-06-21,30,Low,0.0,0,12.35,0.0,23
A+PLUSPulses -,4.0,155.0,2023-03-08,2023-04-07,30,Medium,1.0,0,10.59,0.0,3
A+PLUSPulses -,3.0,90.0,2024-11-13,2024-12-13,30,Low,0.0,212,14.32,0.0,3
A+PLUSMasur Dal32,3.0,90.0,2023-10-03,2023-11-02,30,Low,0.0,0,14.97,0.0,2
bb RoyalRoasted,3.8,100.0,2025-01-16,2025-02-15,30,Low,0.0,276,14.23,0.0,725
bb RoyalDal,4.0,125.0,2023-01-17,2023-02-16,30,Medium,1.0,0,11.3,0.0,684
Vijayalakshmi DeerOrid,4.0,220.0,2023-05-06,2023-06-05,30,Medium,1.0,0,11.8,0.0,612
bb SUPER,4.0,180.0,2023-02-27,2023-03-29,30,Medium,1.0,0,11.64,0.0,741
Mai RasoiGreen,4.0,95.0,2022-12-11,2023-01-10,30,Medium,1.0,0,11.36,0.0,324
AashirvaadOrganic Arhar/Tur,3.9,345.0,2025-01-22,2025-02-21,30,Medium,1.0,282,11.72,0.0,22
Mai RasoiTOOR/TUR/ARHAR,3.9,122.0,2023-12-27,2024-01-26,30,Medium,1.0,0,10.33,0.0,333
RajdhaniMasri Dal48,4.0,143.0,2022-09-24,2022-10-24,30,Medium,1.0,0,11.4,0.0,457
Organic ShastraArhar,3.9,290.0,2025-01-24,2025-02-23,30,Medium,1.0,284,11.32,0.0,405
RENTIORPROTO -,3.9,310.0,2025-02-11,2025-03-13,30,Medium,1.0,302,11.03,0.0,455
Tata SampannOrganic Moong,4.3,140.0,2024-06-28,2024-07-28,30,Medium,1.0,74,10.91,0.0,571
Dehaat Honest,4.1,180.0,2023-08-26,2023-09-25,30,Medium,1.0,0,10.62,0.0,158
Organic TattvaOrganic,4.1,140.0,2022-07-22,2022-08-21,30,Medium,1.0,0,10.57,0.0,412
MayurankMatar Daal,4.1,95.0,2022-09-16,2022-10-16,30,Medium,1.0,0,10.95,0.0,342
GopalBori -,4.0,90.0,2024-06-02,2024-07-02,30,Medium,1.0,48,11.77,0.0,223
Mai RasoiDal,4.1,115.0,2024-03-19,2024-04-18,30,Medium,1.0,0,11.19,0.0,320
Organic TattvaOrganic,4.1,310.0,2024-08-22,2024-09-21,30,Medium,1.0,129,11.7,0.0,412
A+PLUSPulses -,4.0,155.0,2025-04-01,2025-05-01,30,Medium,1.0,351,10.02,0.0,3
A+PLUSPulses -,3.0,90.0,2023-06-24,2023-07-24,30,Low,0.0,0,13.24,0.0,3
A+PLUSMasur Dal32,3.0,90.0,2022-09-14,2022-10-14,30,Low,0.0,0,14.99,0.0,2
bb PopularChana,4.0,150.0,2023-01-29,2023-02-28,30,Medium,1.0,0,10.91,0.0,645
bb RoyalDal,4.0,125.0,2024-06-03,2024-07-03,30,Medium,1.0,49,10.68,0.0,684
Vijayalakshmi DeerOrid,4.0,220.0,2024-06-24,2024-07-24,30,Medium,1.0,70,10.09,0.0,612
bb SUPER,4.0,180.0,2022-08-23,2022-09-22,30,Medium,1.0,0,11.14,0.0,741
Mai RasoiGreen,4.0,95.0,2023-06-30,2023-07-30,30,Medium,1.0,0,11.92,0.0,324
Tata SampannUnpolished,4.0,164.0,2025-02-06,2025-03-08,30,Medium,1.0,297,10.92,0.0,579
Mai RasoiTOOR/TUR/ARHAR,3.9,122.0,2024-05-21,2024-06-20,30,Medium,1.0,36,10.52,0.0,333
RajdhaniMasri Dal48,4.0,143.0,2023-07-12,2023-08-11,30,Medium,1.0,0,10.24,0.0,457
Organic ShastraArhar,3.9,290.0,2023-09-22,2023-10-22,30,Medium,1.0,0,11.8,0.0,405
RENTIORPROTO -,3.9,310.0,2025-01-13,2025-02-12,30,Medium,1.0,273,10.4,0.0,455
Tata SampannOrganic Toor,4.1,155.0,2024-11-06,2024-12-06,30,Medium,1.0,205,10.85,0.0,572
Organic IndiaMasoor,3.9,140.0,2023-05-28,2023-06-27,30,Medium,1.0,0,11.15,0.0,404
Natureland OrganicsArhar/Toor,4.0,355.0,2024-08-07,2024-09-06,30,Medium,1.0,114,10.07,0.0,367
A+PLUSPulses -,4.0,125.0,2022-08-30,2022-09-29,30,Medium,1.0,0,10.11,0.0,3
Just OrganikUrad,3.8,290.0,2024-10-15,2024-11-14,30,Low,0.0,183,12.67,0.0,267
Mai RasoiMasoor,3.8,162.0,2022-09-07,2022-10-07,30,Low,0.0,0,13.93,0.0,326
RENTIOSuper Desi,3.8,1550.0,2023-04-05,2023-05-05,30,Low,0.0,0,13.52,0.0,456
Organic TattvaArhar/,4.0,150.0,2023-11-06,2023-12-06,30,Medium,1.0,0,11.55,0.0,408
Just OrganikArhar,3.8,325.0,2023-11-04,2023-12-04,30,Low,0.0,0,12.19,0.0,266
Mai RasoiMoong,3.8,99.0,2022-09-11,2022-10-11,30,Low,0.0,0,12.42,0.0,328
Organic ShastraUrad,3.7,315.0,2024-09-07,2024-10-07,30,Low,0.0,145,14.52,0.0,407
Mai RasoiBengali,3.8,269.0,2024-05-18,2024-06-17,30,Low,0.0,33,13.84,0.0,317
bb RoyalOrganic,3.9,329.0,2023-11-25,2023-12-25,30,Medium,1.0,0,10.76,0.0,713
PulsesmanToor/Arhar Dal3.97,3.9,278.0,2023-10-21,2023-11-20,30,Medium,1.0,0,11.28,0.0,452
Sri Sri,3.5,230.0,2023-04-01,2023-05-01,30,Low,0.0,0,12.77,0.0,503
AngurToor Dal,3.7,1260.0,2023-01-03,2023-02-02,30,Low,0.0,0,14.8,0.0,47
Mai RasoiBlack,3.7,105.0,2023-03-10,2023-04-09,30,Low,0.0,0,13.61,0.0,318
Mai RasoiUrad,3.7,118.0,2024-12-06,2025-01-05,30,Low,0.0,235,12.81,0.0,334
24 Mantra,4.0,560.0,2024-07-09,2024-08-08,30,Medium,1.0,85,11.4,0.0,1
Organic IndiaMasoor,3.9,140.0,2024-07-08,2024-08-07,30,Medium,1.0,84,10.8,0.0,404
Natureland OrganicsArhar/Toor,4.0,355.0,2024-09-26,2024-10-26,30,Medium,1.0,164,10.51,0.0,367
24 Mantra,4.1,300.0,2024-05-24,2024-06-23,30,Medium,1.0,39,10.1,0.0,1
A+PLUSPulses -,4.0,125.0,2023-06-08,2023-07-08,30,Medium,1.0,0,11.6,0.0,3
Just OrganikUrad,3.8,290.0,2025-01-30,2025-03-01,30,Low,0.0,290,14.15,0.0,267
Mai RasoiMasoor,3.8,162.0,2023-04-29,2023-05-29,30,Low,0.0,0,12.93,0.0,326
RENTIOSuper Desi,3.8,1550.0,2022-08-03,2022-09-02,30,Low,0.0,0,14.22,0.0,456
Tata SampannOrganic Masoor,4.3,125.0,2023-09-11,2023-10-11,30,Medium,1.0,0,10.92,0.0,570
Just OrganikArhar,3.8,325.0,2024-04-14,2024-05-14,30,Low,0.0,0,13.76,0.0,266
Mai RasoiMoong,3.8,99.0,2022-09-13,2022-10-13,30,Low,0.0,0,12.77,0.0,328
Organic ShastraUrad,3.7,315.0,2022-12-06,2023-01-05,30,Low,0.0,0,14.04,0.0,407
Mai RasoiBengali,3.8,269.0,2025-03-19,2025-04-18,30,Low,0.0,338,12.5,0.0,317
Safe HarvestTur,4.0,278.0,2024-10-16,2024-11-15,30,Medium,1.0,184,10.31,0.0,482
PulsesmanToor/Arhar Dal3.97,3.9,278.0,2024-07-07,2024-08-06,30,Medium,1.0,83,11.59,0.0,452
Sri Sri,3.5,230.0,2023-09-18,2023-10-18,30,Low,0.0,0,14.87,0.0,503
AngurToor Dal,3.7,1260.0,2024-02-16,2024-03-17,30,Low,0.0,0,14.91,0.0,47
Mai RasoiBlack,3.7,105.0,2024-05-19,2024-06-18,30,Low,0.0,34,14.0,0.0,318
Mai RasoiUrad,3.7,118.0,2023-02-06,2023-03-08,30,Low,0.0,0,13.19,0.0,334
Tata SampannMoong,4.0,215.0,2022-08-30,2022-09-29,30,Medium,1.0,0,11.71,0.0,568
bb RoyalBengali,4.1,260.0,2024-06-24,2024-07-24,30,Medium,1.0,70,10.1,0.0,672
Sri Sri,3.6,380.0,2025-01-04,2025-02-03,30,Low,0.0,264,12.79,0.0,503
Mai RasoiChana,3.7,80.0,2024-09-30,2024-10-30,30,Low,0.0,168,12.66,0.0,319
bb PopularFried,3.8,40.0,2024-10-04,2024-11-03,30,Low,0.0,172,13.88,0.0,649
NourishUnpolished &,3.6,135.0,2023-01-25,2023-02-24,30,Low,0.0,0,14.85,0.0,387
Conscious FoodSplit,3.6,140.0,2025-01-22,2025-02-21,30,Low,0.0,282,14.61,0.0,139
Mai RasoiMasoor,3.9,141.0,2022-09-02,2022-10-02,30,Medium,1.0,0,10.67,0.0,326
Organic IndiaMasoor,3.6,150.0,2023-06-20,2023-07-20,30,Low,0.0,0,12.48,0.0,404
bb PopularToor,3.3,380.0,2024-12-03,2025-01-02,30,Low,0.0,232,14.22,0.0,664
Natureland OrganicsChana,3.3,210.0,2022-11-28,2022-12-28,30,Low,0.0,0,12.56,0.0,369
InstitutionalToor Dal,3.0,600.0,2024-05-15,2024-06-14,30,Low,0.0,30,12.16,0.0,257
bb SUPER,4.0,399.0,2024-06-09,2024-07-09,30,Medium,1.0,55,10.87,0.0,741
A+PLUSPulses -,3.7,185.0,2024-12-05,2025-01-04,30,Low,0.0,234,13.64,0.0,3
A+PLUSPulses -,3.5,70.0,2023-01-24,2023-02-23,30,Low,0.0,0,14.47,0.0,3
A+PLUSPulses -,3.2,120.0,2025-01-24,2025-02-23,30,Low,0.0,284,14.94,0.0,3
Mai RasoiSona,3.0,215.0,2024-07-17,2024-08-16,30,Low,0.0,93,12.39,0.0,332
bb RoyalDouble,4.0,80.0,2023-01-09,2023-02-08,30,Medium,1.0,0,11.18,0.0,685
Safe HarvestMung,4.0,223.0,2023-02-25,2023-03-27,30,Medium,1.0,0,10.97,0.0,477
Sri Sri,3.6,380.0,2024-10-03,2024-11-02,30,Low,0.0,171,14.02,0.0,503
Mai RasoiChana,3.7,80.0,2024-07-24,2024-08-23,30,Low,0.0,100,13.34,0.0,319
bb PopularFried,3.8,40.0,2024-03-31,2024-04-30,30,Low,0.0,0,13.88,0.0,649
NourishUnpolished &,3.6,135.0,2023-05-24,2023-06-23,30,Low,0.0,0,13.49,0.0,387
Conscious FoodSplit,3.6,140.0,2023-12-30,2024-01-29,30,Low,0.0,0,14.68,0.0,139
bb RoyalGreen,3.9,180.0,2024-11-13,2024-12-13,30,Medium,1.0,212,11.1,0.0,690
Organic IndiaMasoor,3.6,150.0,2024-02-27,2024-03-28,30,Low,0.0,0,12.43,0.0,404
bb PopularToor,3.3,380.0,2024-06-14,2024-07-14,30,Low,0.0,60,13.22,0.0,664
Natureland OrganicsChana,3.3,210.0,2022-10-09,2022-11-08,30,Low,0.0,0,12.47,0.0,369
InstitutionalToor Dal,3.0,600.0,2024-10-17,2024-11-16,30,Low,0.0,185,14.96,0.0,257
bb RoyalOrganic,3.9,249.0,2024-08-22,2024-09-21,30,Medium,1.0,129,11.65,0.0,713
A+PLUSPulses -,3.7,185.0,2023-10-21,2023-11-20,30,Low,0.0,0,14.49,0.0,3
A+PLUSPulses -,3.5,70.0,2024-06-19,2024-07-19,30,Low,0.0,65,13.49,0.0,3
A+PLUSPulses -,3.2,120.0,2024-04-28,2024-05-28,30,Low,0.0,13,13.79,9.38,3
Mai RasoiSona,3.0,215.0,2023-04-17,2023-05-17,30,Low,0.0,0,12.99,0.0,332
bb RoyalFried,4.0,189.0,2023-07-07,2023-08-06,30,Medium,1.0,0,11.51,0.0,688
AashirvaadNature's Super,4.0,140.0,2023-05-25,2023-06-24,30,Medium,1.0,0,11.09,0.0,20
MayurankTarka Mix,4.2,84.0,2024-04-04,2024-05-04,30,Medium,1.0,0,10.98,0.0,345
MayurankChana Daal,4.0,78.0,2024-06-19,2024-07-19,30,Medium,1.0,65,11.25,0.0,341
Organic TattvaUrad,4.1,325.0,2024-06-07,2024-07-07,30,Medium,1.0,53,10.26,0.0,414
bb RoyalOrganic,4.0,257.0,2023-05-10,2023-06-09,30,Medium,1.0,0,11.64,0.0,713
bb PopularUrad,3.9,111.0,2023-07-03,2023-08-02,30,Medium,1.0,0,10.08,0.0,665
bb RoyalBengali,4.1,260.0,2024-04-15,2024-05-15,30,Medium,1.0,0,10.51,0.0,672
bb RoyalUrad,4.0,230.0,2023-08-15,2023-09-14,30,Medium,1.0,0,11.14,0.0,739
Tata SampannUnpolished,4.0,83.0,2022-11-11,2022-12-11,30,Medium,1.0,0,11.88,0.0,579
bb SUPER,4.0,27.0,2025-02-22,2025-03-24,30,Medium,1.0,313,11.92,0.0,741
bb SUPER,4.0,360.0,2025-03-06,2025-04-05,30,Medium,1.0,325,11.32,0.0,741
AashirvaadOrganic Chana,3.8,210.0,2024-05-26,2024-06-25,30,Low,0.0,41,14.1,0.0,23
bb RoyalRoasted,3.8,100.0,2023-02-09,2023-03-11,30,Low,0.0,0,14.67,0.0,725
AashirvaadOrganic Arhar/Tur,3.9,345.0,2024-09-13,2024-10-13,30,Medium,1.0,151,10.14,0.0,22
Tata SampannOrganic Moong,4.3,140.0,2024-08-05,2024-09-04,30,Medium,1.0,112,11.45,0.0,571
Organic TattvaOrganic,4.1,310.0,2024-06-15,2024-07-15,30,Medium,1.0,61,11.62,0.0,412
Tata SampannUnpolished,4.0,186.0,2023-12-20,2024-01-19,30,Medium,1.0,0,10.56,0.0,579
Tata SampannUnpolished,4.0,164.0,2023-01-24,2023-02-23,30,Medium,1.0,0,11.53,0.0,579
Tata SampannOrganic Toor,4.1,155.0,2024-11-27,2024-12-27,30,Medium,1.0,226,11.3,0.0,572
Organic TattvaArhar/,4.0,150.0,2023-07-11,2023-08-10,30,Medium,1.0,0,10.18,0.0,408
bb RoyalOrganic,3.9,329.0,2024-09-18,2024-10-18,30,Medium,1.0,156,11.74,0.0,713
24 Mantra,4.0,560.0,2023-03-30,2023-04-29,30,Medium,1.0,0,11.74,0.0,1
24 Mantra,4.1,300.0,2024-01-29,2024-02-28,30,Medium,1.0,0,10.29,0.0,1
Tata SampannOrganic Masoor,4.3,125.0,2022-10-19,2022-11-18,30,Medium,1.0,0,10.9,0.0,570
Safe HarvestTur,4.0,278.0,2024-05-07,2024-06-06,30,Medium,1.0,22,11.15,8.27,482
Tata SampannGaram,4.1,85.0,2022-08-28,2022-09-27,30,Medium,1.0,0,10.57,0.0,565
Tata SampannChhole,4.2,93.0,2023-06-11,2023-07-11,30,Medium,1.0,0,10.71,0.0,557
Tata SampannTurmeric/Haldi,4.2,175.0,2023-01-11,2023-02-10,30,Medium,1.0,0,10.23,0.0,578
Tata SampannCoriander/Dhania,4.1,205.0,2025-03-29,2025-04-28,30,Medium,1.0,348,10.01,0.0,560
Tata SampannChilli/Lal,4.2,315.0,2023-06-19,2023-07-19,30,Medium,1.0,0,11.61,0.0,559
NATURE PURERice,4.2,350.0,2024-10-18,2024-11-17,30,Medium,1.0,186,11.94,0.0,357
Tata SampannChicken,4.2,97.0,2025-02-02,2025-03-04,30,Medium,1.0,293,10.27,0.0,558
bb RoyalBesan,3.9,64.0,2024-10-01,2024-10-31,30,Medium,1.0,169,11.37,0.0,673
Tata SampannFine,4.1,166.0,2023-08-22,2023-09-21,30,Medium,1.0,0,10.92,0.0,564
bb RoyalMaida452573,4.0,375.0,2023-11-09,2023-12-09,30,Medium,1.0,0,11.6,0.0,705
bb RoyalOrganic,4.0,150.0,2023-12-23,2024-01-22,30,Medium,1.0,0,11.69,0.0,713
Tata SampannDal,4.3,85.0,2023-04-14,2023-05-14,30,Medium,1.0,0,11.71,0.0,562
Vijay GoldIdli,3.9,65.0,2023-01-25,2023-02-24,30,Medium,1.0,0,11.64,0.0,609
bb RoyalOrganic,4.0,199.0,2023-03-06,2023-04-05,30,Medium,1.0,0,10.69,0.0,713
Safe HarvestWheat,4.0,60.0,2023-04-22,2023-05-22,30,Medium,1.0,0,10.66,0.0,484
bb RoyalRoasted,3.9,95.0,2023-06-06,2023-07-06,30,Medium,1.0,0,11.08,0.0,725
bb SUPER,4.0,73.0,2024-08-11,2024-09-10,30,Medium,1.0,118,10.5,0.0,741
Vijay GoldBesan,4.2,78.0,2023-08-28,2023-09-27,30,Medium,1.0,0,11.48,0.0,606
Tata SampannPav,4.2,95.0,2023-06-20,2023-07-20,30,Medium,1.0,0,11.35,0.0,574
bb SUPER,3.9,75.0,2024-05-20,2024-06-19,30,Medium,1.0,35,11.36,0.0,741
FortuneBesan/Kadale Hittu4.123521,4.1,95.0,2023-10-26,2023-11-25,30,Medium,1.0,0,10.82,0.0,198
AashirvaadDouble Roasted,4.0,82.0,2023-08-14,2023-09-13,30,Medium,1.0,0,10.67,0.0,16
bb SUPER,3.9,84.0,2024-11-01,2024-12-01,30,Medium,1.0,200,11.45,0.0,741
bb SUPER,3.7,170.0,2023-01-16,2023-02-15,30,Low,0.0,0,14.97,0.0,741
AashirvaadBansi Rava,4.0,76.0,2023-12-07,2024-01-06,30,Medium,1.0,0,10.19,0.0,13
EliteBroken Wheat,4.0,68.0,2022-12-22,2023-01-21,30,Medium,1.0,0,11.17,0.0,173
bb RoyalOrganic,3.9,149.0,2024-02-17,2024-03-18,30,Medium,1.0,0,11.86,0.0,713
Tata SampannMeat,4.2,97.0,2024-11-29,2024-12-29,30,Medium,1.0,228,11.92,0.0,567
Vijay GoldAkki,4.2,72.0,2024-09-16,2024-10-16,30,Medium,1.0,154,11.02,0.0,604
bb SUPER,4.0,76.0,2023-08-14,2023-09-13,30,Medium,1.0,0,11.99,0.0,741
Vijay GoldBombay,3.8,80.0,2024-07-07,2024-08-06,30,Low,0.0,83,13.92,0.0,607
Safe HarvestRoasted,4.0,55.0,2024-12-04,2025-01-03,30,Medium,1.0,233,10.38,0.0,480
Vijay GoldBansi,3.9,72.0,2024-09-17,2024-10-17,30,Medium,1.0,155,11.23,0.0,605
AHAARRoasted Daliya4.1184,4.1,74.0,2022-12-22,2023-01-21,30,Medium,1.0,0,11.68,0.0,6
Tata SampannPaneer,4.2,104.0,2024-10-12,2024-11-11,30,Medium,1.0,180,10.1,0.0,573
Double HorseWheat,4.1,75.0,2023-04-26,2023-05-26,30,Medium,1.0,0,11.61,0.0,168
Mai RasoiDalia4.245,4.2,96.0,2022-11-15,2022-12-15,30,Medium,1.0,0,10.55,0.0,321
MAJORSamba Broken,5.0,115.0,2023-11-05,2023-12-05,30,High,,0,5.0,0.0,298
MAJOROrdinry Broken,5.0,42.0,2023-04-12,2023-05-12,30,High,,0,5.0,0.0,297
Tata SampannCumin/Jeera,4.3,47.0,2023-11-08,2023-12-08,30,Medium,1.0,0,11.04,0.0,561
Moi SoiKorean,4.4,280.0,2023-01-08,2023-02-07,30,Medium,1.0,0,10.83,0.0,352
"fresho!Peach, White",4.5,12.0,2024-10-21,2024-11-20,30,Medium,1.0,189,11.24,0.0,744
"fresho!Peach, White",4.5,12.0,2023-01-30,2023-03-01,30,Medium,1.0,0,11.38,0.0,744
CatchJeera/Jeerige -,4.1,390.0,2023-03-07,2023-04-06,30,Medium,1.0,0,11.28,0.0,113
Tata SampannDal,4.3,85.0,2023-04-17,2023-05-17,30,Medium,1.0,0,10.66,0.0,562
bb RoyalChilli/Mirchi,4.0,120.0,2022-11-13,2022-12-13,30,Medium,1.0,0,10.58,0.0,682
bb RoyalKitchen,4.0,108.0,2022-10-11,2022-11-10,30,Medium,1.0,0,11.46,0.0,700
AashirvaadKitchen King,3.9,105.0,2023-03-15,2023-04-14,30,Medium,1.0,0,10.6,0.0,18
Tata SampannPav,4.2,95.0,2022-09-22,2022-10-22,30,Medium,1.0,0,10.63,0.0,574
bb RoyalChanna,4.1,74.0,2024-11-17,2024-12-17,30,Medium,1.0,216,10.49,0.0,680
AashirvaadChilli Powder,4.1,250.0,2024-05-17,2024-06-16,30,Medium,1.0,32,11.38,0.0,15
CatchPav Bhaji,4.2,84.0,2024-11-22,2024-12-22,30,Medium,1.0,221,10.99,0.0,116
bb RoyalOrganic,4.1,64.0,2024-06-17,2024-07-17,30,Medium,1.0,63,10.08,0.0,713
AashirvaadShahi Garam,4.1,125.0,2024-12-15,2025-01-14,30,Medium,1.0,244,11.58,0.0,30
EverestPowder -,4.2,152.0,2023-10-31,2023-11-30,30,Medium,1.0,0,10.32,0.0,190
EasternKebab Masala,4.2,110.0,2024-10-13,2024-11-12,30,Medium,1.0,181,10.4,0.0,172
MTRMasala -,4.1,30.0,2024-09-23,2024-10-23,30,Medium,1.0,161,10.28,0.0,307
Tata SampannPaneer,4.2,104.0,2022-12-19,2023-01-18,30,Medium,1.0,0,11.49,0.0,573
bb PopularFenugreek/Methi44099,4.0,620.0,2023-10-27,2023-11-26,30,Medium,1.0,0,11.25,0.0,648
bb PopularCumin/Jeera/Jeerige,4.1,440.0,2023-10-27,2023-11-26,30,Medium,1.0,0,10.89,0.0,646
ZoffFenugreek Seeds4.1233,4.1,26.0,2023-09-27,2023-10-27,30,Medium,1.0,0,10.82,0.0,632
AashirvaadKashmiri Mirch,4.1,140.0,2024-05-09,2024-06-08,30,Medium,1.0,24,11.35,3.18,17
bb RoyalPaneer,4.1,80.0,2023-08-03,2023-09-02,30,Medium,1.0,0,10.55,0.0,714
bb RoyalMagic,3.5,80.0,2024-12-18,2025-01-17,30,Low,0.0,247,12.78,0.0,704
Tata SampannCoriander/Dhania,4.1,205.0,2023-04-25,2023-05-25,30,Medium,1.0,0,10.54,0.0,560
AachiMasala -,4.2,34.0,2024-07-14,2024-08-13,30,Medium,1.0,90,10.27,0.0,9
ZoffIndian Bay,4.2,30.0,2025-01-10,2025-02-09,30,Medium,1.0,270,11.47,0.0,634
